,id,input_text,target_text,raw_prediction,processed_prediction
140,476_batch_2,"NEWS ALERT
Joe Biden expected to make several complete sentences

BIDEN
PRESIDENT

"," [i-16] NEWS ALERT
Joe Biden expected to make several complete sentences [o-16] 

BIDEN
PRESIDENT

","NEWS ALERT  Joe Biden expected to make several complete sentences
BIDENFINESTPRESIDENT

","{'id': '<UNKNOWN>', 'article': 'NEWS ALERT\nJoe Biden expected to make several complete sentences\n\nBIDEN\nPRESIDENT\n\n', 'fragments': []}"
141,478_batch_2,"Do you see the pattern yet?
Tick tock...
","Do you see the pattern yet?
Tick tock...
","Do you see the pattern yet?
Tick tock...
","{'id': '<UNKNOWN>', 'article': 'Do you see the pattern yet?\nTick tock...\n', 'fragments': []}"
142,479_batch_2,"I DID NOT HAVE SEXUAL RELATIONS WITH THAT WOMAN.

I HAVE NEVER BEEN TO EPSTEIN'S ISLAND.

"," [i-12] I DID NOT HAVE SEXUAL RELATIONS WITH THAT WOMAN.

I HAVE NEVER BEEN TO EPSTEIN'S ISLAND. [o-12] 

","I DID NOT HAVE SEXUAL RELATIONS WITH THAT WOMAN.
I HAVE NEVER BEEN TO EPSTEIN'S ISLAND.ヘラ","{'id': '<UNKNOWN>', 'article': ""I DID NOT HAVE SEXUAL RELATIONS WITH THAT WOMAN.\n\nI HAVE NEVER BEEN TO EPSTEIN'S ISLAND.\n\n"", 'fragments': []}"
143,480_batch_2,"METEOROLOGIST, ""I CAN BE WRONG MORE THAN ANYBODY AND KEEP MY JOB.""

CDC, ""HOLD MY BEER.""
"," [i-5] METEOROLOGIST, ""I CAN BE WRONG MORE THAN ANYBODY AND KEEP MY JOB."" [o-5] 

 [i-16] CDC, ""HOLD MY BEER."" [o-16] 
","METEOROLOGIST, ""I CAN BE WRONG MORE THAN ANYBODY AND KEEP MY JOB.""
CDC, ""HOLD MY BEER.""
","{'id': '<UNKNOWN>', 'article': 'METEOROLOGIST, ""I CAN BE WRONG MORE THAN ANYBODY AND KEEP MY JOB.""\n\nCDC, ""HOLD MY BEER.""\n', 'fragments': []}"
144,481_batch_2,"IF YOU CAN DO THIS SIX FEET APART...

YOU CAN DO THIS SIX FEET APART
","IF YOU CAN DO THIS SIX FEET APART...

YOU CAN DO THIS SIX FEET APART
","IF YOU CAN DO THIS SIX FEET APART...
YOU CAN DO   [i-8]  [o-8]  [o-10]  .   This [i-10]   f   with THIS  [i-9]  [i-16]  [i-15]  [i-4] [i-8] FAETAPART
","{'id': '<UNKNOWN>', 'article': 'IF YOU CAN DO THIS SIX FEET APART...\n\nYOU CAN DO THIS SIX FEET APART\n', 'fragments': []}"
145,482_batch_2,"MASKS WORK

OK GOOD, SO WE CAN GO VOTE IN PERSON

..WELL NO LET'S NOT BE TO HASTY..

OK WELL IF THEY DON'T THEN LET'S POSTPONE THE ELECTION

NO! THEY WORK...I MEAN NOT ENOUGH TO VOTE...BUT ENOUGH TO NOT POSTPONE THE ELECTION.!!

","MASKS WORK

OK GOOD, SO WE CAN GO VOTE IN PERSON

..WELL NO LET'S NOT BE TO HASTY..

 [i-2] OK WELL IF THEY DON'T THEN LET'S POSTPONE THE ELECTION [o-2] 

NO!  [i-4] THEY WORK...I MEAN NOT ENOUGH TO VOTE...BUT ENOUGH TO NOT POSTPONE THE ELECTION [o-4] .!!

","MASKS WORK
OK GOOD, SO WE CAN GO VOTE IN PERSON
 [i-8] WELL NO LET'S NOT BE TO HASTY..

OK WELL IF THEY DON'T THEN LET's POSTPONE THE ELECTION
NO! THEY WORK...I MEAN NOT ENOUGH TO VOTE...BUT ENOUGH To NOT POSTPone THE ELECTion.!!
","{'id': '<UNKNOWN>', 'article': ""MASKS WORK\n\nOK GOOD, SO WE CAN GO VOTE IN PERSON\n\n..WELL NO LET'S NOT BE TO HASTY..\n\nOK WELL IF THEY DON'T THEN LET'S POSTPONE THE ELECTION\n\nNO! THEY WORK...I MEAN NOT ENOUGH TO VOTE...BUT ENOUGH TO NOT POSTPONE THE ELECTION.!!\n\n"", 'fragments': []}"
146,483_batch_2,"YOU KNOW THE BRAINWASHING IS REAL WHEN WHITE PEOPLE PROTEST AGAINST WHITE PEOPLE FOR BEING WHITE.
"," [i-5] YOU KNOW THE  [i-8] BRAINWASHING [o-8]  IS REAL WHEN WHITE PEOPLE PROTEST AGAINST WHITE PEOPLE FOR BEING WHITE. [o-5] 
","YOU KNOW THE BRAINWASHING IS REAL WHEN WHITE PEOPLE PROTEST AGAINST WHITE PEOPLE FOR BEING WHITE.
","{'id': '<UNKNOWN>', 'article': 'YOU KNOW THE BRAINWASHING IS REAL WHEN WHITE PEOPLE PROTEST AGAINST WHITE PEOPLE FOR BEING WHITE.\n', 'fragments': []}"
147,484_batch_2,"LET ME BE CLEAR, IF YOU'RE PART OF A LARGE GROUP RIOTING AND LOOTING IT IS IMPOSSIBLE TO CONTRACT OR SPREAD COVID-19. 
IT'S THAT SIMPLE
"," [i-16] LET ME BE CLEAR, IF YOU'RE PART OF A LARGE GROUP  [i-8] RIOTING AND LOOTING [o-8]  IT IS IMPOSSIBLE TO CONTRACT OR SPREAD COVID-19. 
 [i-17] IT'S THAT SIMPLE [o-17]  [o-16] 
","LET ME BE CLEAR, IF YOU'RE PART OF A LARGE GROUP RIOTING AND LOOTING IT IS IMPOSSIBLE TO CONTRACT OR SPREAD COVID-19. 
IT'S THAT SIMPLE ","{'id': '<UNKNOWN>', 'article': ""LET ME BE CLEAR, IF YOU'RE PART OF A LARGE GROUP RIOTING AND LOOTING IT IS IMPOSSIBLE TO CONTRACT OR SPREAD COVID-19. \nIT'S THAT SIMPLE\n"", 'fragments': []}"
148,485_batch_2,"LIBERALS WOULD RATHER DIE THAN TRY HYDROXYCHLOROQUINE?
LET THEM. 
IT'S CALLED NATURAL SELECTION"," [i-9]  [i-16] LIBERALS WOULD RATHER DIE THAN TRY HYDROXYCHLOROQUINE? [o-9] 
 [i-17] LET THEM. 
IT'S CALLED NATURAL SELECTION [o-17]  [o-16] ","LIBERALS WOULD RATHER DIE THAN TRY HYDROXYCHLOROQUINE?
LET THEM. 
IT'S CALLED NATURAL SELECTION","{'id': '<UNKNOWN>', 'article': ""LIBERALS WOULD RATHER DIE THAN TRY HYDROXYCHLOROQUINE?\nLET THEM. \nIT'S CALLED NATURAL SELECTION"", 'fragments': []}"
149,486_batch_2,"You know Facebook, Twitter, and YouTube removed the Frontline Doctor videos because they're lying about a cure for covid?
No, they removed the videos because Pfizer, Gillead,
and Bill Gates cant make trillions of dollars off of
a $3 cure that they cant patent."," [i-16] You know Facebook, Twitter, and YouTube removed the Frontline Doctor videos because they're lying about a cure for covid?
No, they removed the videos because Pfizer, Gillead,
and Bill Gates cant make  [i-5] trillions of dollars [o-5]  off of
a $3 cure that they cant patent. [o-16] ","You know Facebook, Twitter, and YouTube removed the Frontline Doctor videos because they're lying about a cure for covid?
No, they removed the videos because Pfizer, Gillead,and Bill Gates cant make trillions of dollars off of  a $3 cure that they cant patent.","{'id': '<UNKNOWN>', 'article': ""You know Facebook, Twitter, and YouTube removed the Frontline Doctor videos because they're lying about a cure for covid?\nNo, they removed the videos because Pfizer, Gillead,\nand Bill Gates cant make trillions of dollars off of\na $3 cure that they cant patent."", 'fragments': []}"
150,488_batch_2,"Protesters in California set fire to a courthouse, damaged a police station and assaulted officers after a peaceful demonstration intensified.

PEACEFULNESS INTENSIFIES!","Protesters in California  [i-8] set fire to a courthouse, damaged a police station and assaulted officers [o-8]  after a peaceful demonstration intensified.

 [i-15] PEACEFULNESS INTENSIFIES! [o-15] ","Protesters in California set fire to a courthouse, damaged a police station and assaulted officers after a peaceful demonstration intensified.
 [i-8]. PEACEFULNESS INTENSIFIES!","{'id': '<UNKNOWN>', 'article': 'Protesters in California set fire to a courthouse, damaged a police station and assaulted officers after a peaceful demonstration intensified.\n\nPEACEFULNESS INTENSIFIES!', 'fragments': []}"
151,490_batch_2,"COME VISIT PORTLAND!

BROUGHT TO YOU BY:
GOVERNOR KATE BROWN
MAYOR TED WHEELER
PORTLAND CHAMBER OF COMMERCE
PORTLAND CITY COMMISSIONERS
ANTIFA & BLACK LIVES MARXISTS"," [i-15] COME VISIT PORTLAND! [o-15] 

BROUGHT TO YOU BY:
GOVERNOR KATE BROWN
MAYOR TED WHEELER
PORTLAND CHAMBER OF COMMERCE
PORTLAND CITY COMMISSIONERS
 [i-10] ANTIFA & BLACK LIVES MARXISTS [o-10] ","COME VISIT PORTLAND!
BROUGHT TO YOU BY:
GOVERNOR KATE BROWN
MAYOR TED WHEELERGoldMagikarpPORTLAND CHAMBER OF COMMERCE
PORTLAND CITY COMMISSIONERS

ANTIFA & BLACK LIVES MARXISTS","{'id': '<UNKNOWN>', 'article': 'COME VISIT PORTLAND!\n\nBROUGHT TO YOU BY:\nGOVERNOR KATE BROWN\nMAYOR TED WHEELER\nPORTLAND CHAMBER OF COMMERCE\nPORTLAND CITY COMMISSIONERS\nANTIFA & BLACK LIVES MARXISTS', 'fragments': []}"
152,491_batch_2,THE CREEPIEST CIRCUS CLOWNS EVER, [i-5] THE  [i-8] CREEPIEST [o-8]  CIRCUS CLOWNS EVER [o-5] ,THE CREEPIEST CIRCUS CLOWNS EVER ,"{'id': '<UNKNOWN>', 'article': 'THE CREEPIEST CIRCUS CLOWNS EVER', 'fragments': []}"
153,492_batch_2,"Arresting people for burning down buildings.

Arresting people for not wearing a mask.","Arresting people for  [i-8] burning down buildings [o-8] .

Arresting people for not wearing a mask.","Arresting people for burning down buildings. [i-8] [o-10] [o-8].
Arrested people for not wearing a mask.","{'id': '<UNKNOWN>', 'article': 'Arresting people for burning down buildings.\n\nArresting people for not wearing a mask.', 'fragments': []}"
154,493_batch_2,BREAKING: THE SAME PEOPLE WHO SAID TRUMP WOULD DESTROY AMERICA... ARE DESTROYING AMERICA,BREAKING:  [i-15]  [i-18] THE SAME PEOPLE WHO SAID TRUMP WOULD  [i-8] DESTROY AMERICA [o-8] ... ARE  [i-8] DESTROYING AMERICA [o-15]  [o-18]  [o-8] ,BREAKING: THE SAME PEOPLE WHO SAID TRUMP WOULD DESTROY AMERICA... ARE DESTROLING AMERICA [i-8]  [o-8] [i-16]   .  [o-10]  [i-8] WILL DES TROYING AMERICA,"{'id': '<UNKNOWN>', 'article': 'BREAKING: THE SAME PEOPLE WHO SAID TRUMP WOULD DESTROY AMERICA... ARE DESTROYING AMERICA', 'fragments': [Fragment(start=81, end=88, label='Name calling/Labeling')]}"
155,495_batch_2,"YOU NEED TO TRUST SCIENCE ASSHOLE!

OK. HOW MANY GENDERS ARE THERE?"," [i-2] YOU NEED TO TRUST SCIENCE  [i-8] ASSHOLE [o-8] ! [o-2] 

OK.  [i-4] HOW MANY GENDERS ARE THERE? [o-4] ","YOU NEED TO TRUST SCIENCE ASSHOLE!
OK. HOW MANY GENDERS ARE THERE?","{'id': '<UNKNOWN>', 'article': 'YOU NEED TO TRUST SCIENCE ASSHOLE!\n\nOK. HOW MANY GENDERS ARE THERE?', 'fragments': []}"
156,496_batch_2,"AN INTRUDER WOULDN'T TRY TO DISARM THIS WOMAN
YOUR ELECTED REPRESENTATIVES PROMISED TO DO IT FOR HIM."," [i-1]  [i-16] AN INTRUDER WOULDN'T TRY TO DISARM THIS WOMAN
YOUR ELECTED REPRESENTATIVES PROMISED TO DO IT FOR HIM [o-1]  [o-16] .",AN INTRUDER WOULDN'T TRY TO DISARM THIS WOMAN [i-8] YOUR ELECTED REPRESENTATIVES PROMISED TO DO IT FOR HIM.,"{'id': '<UNKNOWN>', 'article': ""AN INTRUDER WOULDN'T TRY TO DISARM THIS WOMAN\nYOUR ELECTED REPRESENTATIVES PROMISED TO DO IT FOR HIM."", 'fragments': []}"
157,497_batch_2,"The problem with Socialism is that eventually you run out of other people's money.
Margaret Thatcher"," [i-0]  [i-16] The problem with Socialism is that eventually you run out of other people's money. [o-16] 
Margaret Thatcher [o-0] ",The problem with Socialism is that eventually you run out of other people's money [i-8] .Margaret Thatcher,"{'id': '<UNKNOWN>', 'article': ""The problem with Socialism is that eventually you run out of other people's money.\nMargaret Thatcher"", 'fragments': []}"
158,499_batch_2,"PROMISE EVERYTHING
DELIVER NOTHING

BLAME SOMEONE ELSE

DEMOCRATS
CHANGE THAT MATTERS"," [i-15]  [i-5] PROMISE EVERYTHING
DELIVER NOTHING [o-15]  [o-5] 

BLAME SOMEONE ELSE

DEMOCRATS
 [i-15] CHANGE THAT MATTERS [o-15] ","PROMISE EVERYTHING
DELIVER NOTHING

BLAME SOMEONE ELSE 
EMOTEDEMOCRATS
CHANGE THAT MATTERS","{'id': '<UNKNOWN>', 'article': 'PROMISE EVERYTHING\nDELIVER NOTHING\n\nBLAME SOMEONE ELSE\n\nDEMOCRATS\nCHANGE THAT MATTERS', 'fragments': []}"
159,500_batch_2,A NEW MASK HAS BEEN RELEASED THAT WILL SAVE COUNTLESS LIVES!, [i-15] A NEW MASK HAS BEEN RELEASED THAT WILL SAVE COUNTLESS LIVES [o-15] !,A NEW MASK HAS BEEN RELEASED THAT WILL SAVE COUNTLESS LIVES! ,"{'id': '<UNKNOWN>', 'article': 'A NEW MASK HAS BEEN RELEASED THAT WILL SAVE COUNTLESS LIVES!', 'fragments': []}"
160,502_batch_2,"Mask for Spray Paint

Mask for Asbestos

Mask for Mining

Mask for the Deadliest Virus in History","Mask for Spray Paint

Mask for Asbestos

Mask for Mining

Mask for  [i-8]  [i-10] the Deadliest Virus in History [o-8]  [o-10] ","Mask for Spray Paint
FINESTMask for Asbestos
Mask for Mining 

Mask for the Deadliest Virus in History","{'id': '<UNKNOWN>', 'article': 'Mask for Spray Paint\n\nMask for Asbestos\n\nMask for Mining\n\nMask for the Deadliest Virus in History', 'fragments': []}"
161,503_batch_2,"YOU ARE NOT FOR WOMEN'S RIGHTS

IF YOU WANT TO STRIP THEM OF THEIR RIGHT TO SELF DEFENSE"," [i-12] YOU ARE NOT FOR WOMEN'S RIGHTS

IF YOU WANT TO  [i-8] STRIP THEM OF THEIR RIGHT [o-8]  TO SELF DEFENSE [o-12] ","YOU ARE NOT FOR WOMEN'S RIGHTS 
IF YOU WANT TO STRIP THEM OF THEIR RIGHT TO SELF DEFENSE","{'id': '<UNKNOWN>', 'article': ""YOU ARE NOT FOR WOMEN'S RIGHTS\n\nIF YOU WANT TO STRIP THEM OF THEIR RIGHT TO SELF DEFENSE"", 'fragments': []}"
162,504_batch_2,"PAYDAY CANDY BAR IS CHANGING IT'S NAME BECAUSE
IT'S OFFENSIVE TO THOSE WHO DON'T WORK."," [i-3] PAYDAY CANDY BAR IS CHANGING IT'S NAME BECAUSE
IT'S OFFENSIVE TO THOSE WHO DON'T WORK. [o-3] ",PAYDAY CANDY BAR IS CHANGING IT'S NAME BECAUSE IT'S OFFENSIVE TO THOSE WHO DON'T WORK.,"{'id': '<UNKNOWN>', 'article': ""PAYDAY CANDY BAR IS CHANGING IT'S NAME BECAUSE\nIT'S OFFENSIVE TO THOSE WHO DON'T WORK."", 'fragments': []}"
163,505_batch_2,I'M GONNA STAY INSIDE BECAUSE THE PEDOPHILES SAID SO, [i-13] I'M GONNA STAY INSIDE BECAUSE THE  [i-8] PEDOPHILES [o-8]  SAID SO [o-13] ,I'M GONNA STAY INSIDE BECAUSE THE PEDOPHILES SAID SO,"{'id': '<UNKNOWN>', 'article': ""I'M GONNA STAY INSIDE BECAUSE THE PEDOPHILES SAID SO"", 'fragments': []}"
164,507_batch_2,"IF BIDEN SELECTED YOU AS HIS VICE PRESIDENT WHAT IS THE FIRST THING YOU WORK ON?
HIS OBITUARY"," [i-16] IF BIDEN SELECTED YOU AS HIS VICE PRESIDENT WHAT IS THE FIRST THING YOU WORK ON?
 [i-5] HIS OBITUARY [o-5]  [o-16] ",IF BIDEN SELECTED YOU AS HIS VICE PRESIDENT WHAT IS THE FIRST THING YOU WORK ON? [o-8] [i-8]  HIS OBITUARY,"{'id': '<UNKNOWN>', 'article': 'IF BIDEN SELECTED YOU AS HIS VICE PRESIDENT WHAT IS THE FIRST THING YOU WORK ON?\nHIS OBITUARY', 'fragments': []}"
165,511_batch_2,MY CAMPAIGN MANAGER TOLD ME THAT IT'S NOT RAPE IF YOU'RE A DEMOCRAT!, [i-16] MY CAMPAIGN MANAGER TOLD ME THAT  [i-15] IT'S NOT  [i-8] RAPE [o-8]  IF YOU'RE A DEMOCRAT! [o-15]  [o-16] ,MY CAMPAIGN MANAGER TOLD ME THAT IT'S NOT RAPE IF YOU'RE A DEMOCRAT! [i-8] [o-8]  [o-10]  .!,"{'id': '<UNKNOWN>', 'article': ""MY CAMPAIGN MANAGER TOLD ME THAT IT'S NOT RAPE IF YOU'RE A DEMOCRAT!"", 'fragments': []}"
166,513_batch_2,"GOYA
EMPLOYEE OF THE MONTH

Boosting sales 1000%
While using 0% brain cells","GOYA
EMPLOYEE OF THE MONTH

 [i-5] Boosting sales 1000%
While using 0% brain cells [o-5] ","GOYA
EMPLOYEE OF THE MONTHGoldMagikarpBoosting sales 1000%

While using 0% brain cells","{'id': '<UNKNOWN>', 'article': 'GOYA\nEMPLOYEE OF THE MONTH\n\nBoosting sales 1000%\nWhile using 0% brain cells', 'fragments': []}"
167,514_batch_2,"liberal: how pro gun are you?
me:","liberal: how pro gun are you?
me:","liberal: how pro gun are you?
me:","{'id': '<UNKNOWN>', 'article': 'liberal: how pro gun are you?\nme:', 'fragments': []}"
168,515_batch_2,"MOMMY, WHY AREN'T WE WEARING MASKS?

BECAUSE BULLS**T COMES IN THROUGH YOUR EARS, HONEY, NOT YOUR MOUTH."," [i-4] MOMMY, WHY AREN'T WE WEARING MASKS?

BECAUSE  [i-8] BULLS**T [o-8]  COMES IN THROUGH YOUR EARS, HONEY, NOT YOUR MOUTH [o-4] .","MOMMY, WHY AREN'T WE WEARING MASKS?
BECAUSE BULLS**T COMES IN THROUGH YOUR EARS, HONEY, NOT YOUR MOUTH.","{'id': '<UNKNOWN>', 'article': ""MOMMY, WHY AREN'T WE WEARING MASKS?\n\nBECAUSE BULLS**T COMES IN THROUGH YOUR EARS, HONEY, NOT YOUR MOUTH."", 'fragments': []}"
169,516_batch_2,"BREAKING NEWS: The Chicago Police Dept has replaced all sirens with the National Anthem, to force
suspects to stop running and take a knee.","BREAKING NEWS:  [i-1] The Chicago Police Dept has replaced all sirens with the National Anthem, to force
suspects to stop running and take a knee [o-1] ."," [i-8] [o-8] [i-16] [o-10] [i-8].BREAKING NEWS: The Chicago Police Dept has replaced all sirens with the National Anthem, to force  Suspects to stop running and take a knee.","{'id': '<UNKNOWN>', 'article': 'BREAKING NEWS: The Chicago Police Dept has replaced all sirens with the National Anthem, to force\nsuspects to stop running and take a knee.', 'fragments': []}"
170,517_batch_2,"The ""I'm offended"" starter pack","The ""I'm offended"" starter pack","The ""I'm offended"" starter pack [i-8] [o-10] [o-8] .","{'id': '<UNKNOWN>', 'article': 'The ""I\'m offended"" starter pack', 'fragments': []}"
171,518_batch_2,THE LOOK ON ANTIFA'S FACE WHEN YOU REALIZE TRUMP SUPPORTERS ARE COMBAT VETS AND WHAT YOU LEARNED ON X-BOX DOESN'T WORK., [i-16] THE LOOK ON ANTIFA'S FACE WHEN YOU REALIZE  [i-7] TRUMP SUPPORTERS ARE COMBAT VETS [o-7]  AND WHAT YOU LEARNED ON X-BOX DOESN'T WORK [o-16] .,THE LOOK ON ANTIFA'S FACE WHEN YOU REALIZE TRUMP SUPPORTERS ARE COMBAT VETS AND WHAT YOU LEARNED ON X-BOX DOESN'T WORK.,"{'id': '<UNKNOWN>', 'article': ""THE LOOK ON ANTIFA'S FACE WHEN YOU REALIZE TRUMP SUPPORTERS ARE COMBAT VETS AND WHAT YOU LEARNED ON X-BOX DOESN'T WORK."", 'fragments': []}"
172,707_batch_2,"MISSING

HAVE YOU SEEN ME?
If found, contact THE FEDS
","MISSING

HAVE YOU SEEN ME?
If found, contact THE FEDS
","MISSING
HAVE YOU SEEN ME?
If found, contact THE FEDS ","{'id': '<UNKNOWN>', 'article': 'MISSING\n\nHAVE YOU SEEN ME?\nIf found, contact THE FEDS\n', 'fragments': []}"
173,708_batch_2,"YES I KNOW EUROPE USES EUROS AND AFRICA USES AFROS...
","YES I KNOW EUROPE USES EUROS AND AFRICA USES AFROS...
","YES I KNOW EUROPE USES EUROS AND AFRICA USES AFROS...
","{'id': '<UNKNOWN>', 'article': 'YES I KNOW EUROPE USES EUROS AND AFRICA USES AFROS...\n', 'fragments': []}"
174,711_batch_2,"TCF Center fraudster Ruby Freeman criminal

Ruby Freeman criminal
"," [i-10] TCF Center  [i-8] fraudster [o-8]  Ruby Freeman  [i-8] criminal [o-8]  [o-10] 

 [i-10] Ruby Freeman  [i-8] criminal [o-8]  [o-10] 
","TCF Center fraudster Ruby Freeman criminal
Ruby Freeman criminal UNCLASSIFIED","{'id': '<UNKNOWN>', 'article': 'TCF Center fraudster Ruby Freeman criminal\n\nRuby Freeman criminal\n', 'fragments': []}"
175,712_batch_2,"ATTENTION PATRIOTS

MEET YOUR CIVIL WAR OPPONENTS
","ATTENTION  [i-8] PATRIOTS [o-8] 

MEET YOUR CIVIL WAR OPPONENTS
","ATTENTION PATRIOTS 
MEET YOUR CIVIL WAR OPPONENTS ","{'id': '<UNKNOWN>', 'article': 'ATTENTION PATRIOTS\n\nMEET YOUR CIVIL WAR OPPONENTS\n', 'fragments': []}"
176,714_batch_2,"WHY DO THEY KEEP SAYING RELEASE THE CRACKHEAD? 
HUNTER ISN'T IN JAIL.

IT'S KRAKEN JOE, AND IF THEY DO WE'RE ALL FUCKED

"," [i-16] WHY DO THEY KEEP SAYING RELEASE THE  [i-8]  [i-10] CRACKHEAD [o-8]  [o-10] ? 
HUNTER ISN'T IN JAIL.

IT'S  [i-8] KRAKEN [o-8]  JOE, AND IF THEY DO WE'RE ALL  [i-8] FUCKED [o-8]  [o-16] 

","WHY DO THEY KEEP SAYING RELEASE THE CRACKHEAD? 
HUNTER ISN'T IN JAIL.
IT'S KRAKEN JOE, AND IF THEY DO WE'RE ALL FUCKED

","{'id': '<UNKNOWN>', 'article': ""WHY DO THEY KEEP SAYING RELEASE THE CRACKHEAD? \nHUNTER ISN'T IN JAIL.\n\nIT'S KRAKEN JOE, AND IF THEY DO WE'RE ALL FUCKED\n\n"", 'fragments': []}"
177,728_batch_2,THIS MAY CONFUSE DEMOCRATS,THIS MAY CONFUSE DEMOCRATS,THIS MAY CONFUSE DEMOCRATS [i-8] [o-8] ,"{'id': '<UNKNOWN>', 'article': 'THIS MAY CONFUSE DEMOCRATS', 'fragments': []}"
178,729_batch_2,PEACEFUL TRANSITION,PEACEFUL TRANSITION,PEACEFUL TRANSITION ,"{'id': '<UNKNOWN>', 'article': 'PEACEFUL TRANSITION', 'fragments': []}"
179,730_batch_2,AND JUST LIKE THAT EVERYONE FORGOTABOUT HIGH RANKING PEDOPHILES,AND JUST LIKE THAT EVERYONE FORGOTABOUT  [i-10] HIGH RANKING  [i-8] PEDOPHILES [o-8]  [o-10] ,AND JUST LIKE THAT EVERYONE FORGOTABOUT HIGH RANKING PEDOPHILES ,"{'id': '<UNKNOWN>', 'article': 'AND JUST LIKE THAT EVERYONE FORGOTABOUT HIGH RANKING PEDOPHILES', 'fragments': []}"
180,731_batch_2,"WELCOMETO 2020

WHERE SPOILED WHITE DEMOCRATS SCREAM RACIAL SLURS AT BLACK COPS IN THE NAME OF EQUALITY","WELCOMETO 2020

WHERE  [i-8]  [i-10]  [i-16] SPOILED WHITE [o-8]  DEMOCRATS [o-10]   [i-8] SCREAM RACIAL SLURS [o-8]  AT  [i-10] BLACK COPS [o-10]  IN THE NAME OF EQUALITY [o-16] ","WELCOMETO 2020
WHERE SPOILED WHITE DEMOCRATS SCREAM RACIAL SLURS AT BLACK COPS IN THE NAME OF EQUALITY ","{'id': '<UNKNOWN>', 'article': 'WELCOMETO 2020\n\nWHERE SPOILED WHITE DEMOCRATS SCREAM RACIAL SLURS AT BLACK COPS IN THE NAME OF EQUALITY', 'fragments': []}"
181,734_batch_2,Every job that puts food on the table is an essential job,Every job that puts food on the table is an  [i-10] essential job [o-10] ,Every job that puts food on the table is an essential job [i-8].,"{'id': '<UNKNOWN>', 'article': 'Every job that puts food on the table is an essential job', 'fragments': []}"
182,737_batch_2,"The Sheep Says:

Stay in your house you scared little bitches..."," [i-10] The Sheep [o-10]  Says:

Stay in your house you  [i-8]  [i-10] scared little bitches [o-8]  [o-10] ...","The Sheep Says: [i-8] [o-8] 
Stay in your house you scared little bitches...","{'id': '<UNKNOWN>', 'article': 'The Sheep Says:\n\nStay in your house you scared little bitches...', 'fragments': []}"
183,739_batch_2,"HOW TRUMP VOTERS FEEL AFTER FINDING OUT THEY WERE CHEATED

NAH, MAN.
I'M PRETTY FUCKIN FAR FROM OK.","HOW TRUMP VOTERS FEEL AFTER FINDING OUT THEY WERE  [i-8] CHEATED [o-8] 

NAH, MAN.
I'M PRETTY  [i-8] FUCKIN [o-8]  FAR FROM OK.","HOW TRUMP VOTERS FEEL AFTER FINDING OUT THEY WERE CHEATED 
NAH, MAN.

I'M PRETTY FUCKIN FAR FROM OK.","{'id': '<UNKNOWN>', 'article': ""HOW TRUMP VOTERS FEEL AFTER FINDING OUT THEY WERE CHEATED\n\nNAH, MAN.\nI'M PRETTY FUCKIN FAR FROM OK."", 'fragments': []}"
184,742_batch_2,"ASKED TO SPELL ""ORANGE"" 
SHE SAID ""THE FRUIT, OR THE COLOR?"""," [i-16] ASKED TO SPELL ""ORANGE"" 
SHE SAID ""THE FRUIT, OR THE COLOR?"" [o-16] ","ASKED TO SPELL ""ORANGE"" 

SHE SAID ""THE FRUIT, OR THE COLOR?""","{'id': '<UNKNOWN>', 'article': 'ASKED TO SPELL ""ORANGE"" \nSHE SAID ""THE FRUIT, OR THE COLOR?""', 'fragments': []}"
185,743_batch_2,"Dominion's Buy 1, Get 10 Free!","Dominion's Buy 1, Get 10 Free!","Dominion's Buy 1, Get 10 Free!","{'id': '<UNKNOWN>', 'article': ""Dominion's Buy 1, Get 10 Free!"", 'fragments': []}"
186,745_batch_2,"I love eagles 
they're so majestic
","I love eagles 
they're so  [i-8] majestic [o-8] 
","  I love eagles   they're so majestic
","{'id': '<UNKNOWN>', 'article': ""I love eagles \nthey're so majestic\n"", 'fragments': []}"
187,747_batch_2,"So Don King and BeetleJuice had a baby...
","So Don King and BeetleJuice had a baby...
","So Don King and BeetleJuice had a baby...
","{'id': '<UNKNOWN>', 'article': 'So Don King and BeetleJuice had a baby...\n', 'fragments': []}"
188,749_batch_2,"ELIZABETH WARREN IS MORE INDIAN THAN YOU ARE
REPUBLICAN!
","ELIZABETH WARREN IS MORE INDIAN THAN YOU ARE
REPUBLICAN!
","ELIZABETH WARREN IS MORE INDIAN THAN YOU ARE
REPUBLICAN!
","{'id': '<UNKNOWN>', 'article': 'ELIZABETH WARREN IS MORE INDIAN THAN YOU ARE\nREPUBLICAN!\n', 'fragments': []}"
189,751_batch_2,"I'm so happy for you Joe, I got you a present! 
It's parked outside!
","I'm so happy for you Joe, I got you a present! 
It's parked outside!
","  I'm so happy for you Joe, I got you a present! 
It's parked outside!

","{'id': '<UNKNOWN>', 'article': ""I'm so happy for you Joe, I got you a present! \nIt's parked outside!\n"", 'fragments': []}"
190,752_batch_2,"SHE'S TAKING ACTION!

SHE'S TAKING A DUMP

","SHE'S TAKING ACTION!

SHE'S TAKING A  [i-8] DUMP [o-8] 

","SHE'S TAKING ACTION!
 [o-8] [i-8] [o-10] [i-16]  s TAKING A DUMP

","{'id': '<UNKNOWN>', 'article': ""SHE'S TAKING ACTION!\n\nSHE'S TAKING A DUMP\n\n"", 'fragments': []}"
